order_id,customer_id,order_date,product_name,category,sub_category,region,sales,order_month
CA-2019-150077,MS-17365,4/2/2019,"AT&T 17929 Lendline Telephone",Technology,Phones,East,90.48,2019-02-01
CA-2019-101189,JB-15400,4/2/2019,"Safco Commercial Shelving","Office Supplies",Storage,West,93.02,2019-02-01
US-2019-108504,PP-18955,5/2/2019,"Carina 42""Hx23 3/4""W Media Storage Unit","Office Supplies",Storage,South,80.98,2019-02-01
US-2019-108504,PP-18955,5/2/2019,"White Computer Printout Paper by Universal","Office Supplies",Paper,South,348.84,2019-02-01
US-2019-108504,PP-18955,5/2/2019,"Revere Boxed Rubber Bands by Revere","Office Supplies",Fasteners,South,9.45,2019-02-01
US-2019-108504,PP-18955,5/2/2019,"Eldon 200 Class Desk Accessories, Black",Furniture,Furnishings,South,18.84,2019-02-01
US-2019-108504,PP-18955,5/2/2019,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,Bookcases,South,239.98,2019-02-01
US-2019-108504,PP-18955,5/2/2019,"Ames Color-File Green Diamond Border X-ray Mailers","Office Supplies",Envelopes,South,167.96,2019-02-01
US-2019-108504,PP-18955,5/2/2019,"Plantronics Cordless Phone Headset with In-line Volume - M214C",Technology,Phones,South,104.85,2019-02-01
US-2019-108504,PP-18955,5/2/2019,"Aastra 57i VoIP phone",Technology,Phones,South,484.83,2019-02-01
US-2019-108504,PP-18955,5/2/2019,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11","Office Supplies",Paper,South,122.97,2019-02-01
US-2019-108504,PP-18955,5/2/2019,"Belkin 19"" Vented Equipment Shelf, Black","Office Supplies",Storage,South,154.44,2019-02-01
US-2019-108504,PP-18955,5/2/2019,"Xerox 1943","Office Supplies",Paper,South,342.37,2019-02-01
CA-2019-100993,AZ-10750,5/2/2019,"Avery 508","Office Supplies",Labels,West,14.73,2019-02-01
CA-2019-100993,AZ-10750,5/2/2019,"Fellowes Mobile File Cart, Black","Office Supplies",Storage,West,186.54,2019-02-01
CA-2019-100993,AZ-10750,5/2/2019,"Chromcraft Round Conference Tables",Furniture,Tables,West,557.728,2019-02-01
CA-2019-100993,AZ-10750,5/2/2019,"Anker Astro 15000mAh USB Portable Charger",Technology,Phones,West,159.968,2019-02-01
CA-2019-125017,KB-16240,6/2/2019,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,Furnishings,South,132.224,2019-02-01
CA-2019-106894,CA-12265,7/2/2019,"Micro Innovations USB RF Wireless Keyboard with Mouse",Technology,Accessories,South,100,2019-02-01
CA-2019-106894,CA-12265,7/2/2019,"Permanent Self-Adhesive File Folder Labels for Typewriters by Universal","Office Supplies",Labels,South,7.83,2019-02-01
CA-2019-161662,BE-11410,7/2/2019,"Xerox 1912","Office Supplies",Paper,East,30.352,2019-02-01
CA-2019-135461,EB-13975,7/2/2019,"Motorola L703CM",Technology,Phones,West,623.96,2019-02-01
CA-2019-109344,CH-12070,8/2/2019,"Samsung Galaxy S4 Mini",Technology,Phones,South,1127.976,2019-02-01
CA-2019-163048,MH-17440,8/2/2019,"Harbour Creations Steel Folding Chair",Furniture,Chairs,Central,241.5,2019-02-01
US-2019-112396,JR-16210,9/2/2019,"Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",Technology,Accessories,West,89.97,2019-02-01
US-2019-112396,JR-16210,9/2/2019,"Maxell 4.7GB DVD+RW 3/Pack",Technology,Accessories,West,31.86,2019-02-01
CA-2019-164938,PB-19210,11/2/2019,"Mediabridge Sport Armband iPhone 5s",Technology,Phones,Central,69.93,2019-02-01
CA-2019-110492,JS-15880,12/2/2019,"Tennsco Double-Tier Lockers","Office Supplies",Storage,South,1350.12,2019-02-01
CA-2019-110492,JS-15880,12/2/2019,"Avery Durable Slant Ring Binders, No Labels","Office Supplies",Binders,South,15.92,2019-02-01
CA-2019-112942,RD-19810,13/2/2019,"Tops Green Bar Computer Printout Paper","Office Supplies",Paper,West,146.82,2019-02-01
CA-2019-134334,DK-13090,14/2/2019,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book","Office Supplies",Paper,East,4.77,2019-02-01
CA-2019-134334,DK-13090,14/2/2019,"Economy #2 Pencils","Office Supplies",Art,East,7.98,2019-02-01
CA-2019-134334,DK-13090,14/2/2019,"Bevis Boat-Shaped Conference Table",Furniture,Tables,East,550.431,2019-02-01
CA-2019-134334,DK-13090,14/2/2019,"Regeneration Desk Collection",Furniture,Furnishings,East,10.56,2019-02-01
CA-2019-146150,FM-14380,14/2/2019,"Panasonic KP-150 Electric Pencil Sharpener","Office Supplies",Art,South,264.18,2019-02-01
US-2019-162859,PG-18820,15/2/2019,"GBC DocuBind P100 Manual Binding Machine","Office Supplies",Binders,East,398.352,2019-02-01
US-2019-162859,PG-18820,15/2/2019,"Advantus Push Pins","Office Supplies",Fasteners,East,8.72,2019-02-01
CA-2019-168956,EA-14035,16/2/2019,"Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room","Office Supplies",Appliances,Central,92.064,2019-02-01
CA-2019-168956,EA-14035,16/2/2019,"Advantus Push Pins","Office Supplies",Fasteners,Central,6.976,2019-02-01
CA-2019-168956,EA-14035,16/2/2019,"Global Stack Chair with Arms, Black",Furniture,Chairs,Central,62.958,2019-02-01
CA-2019-168956,EA-14035,16/2/2019,"Xerox 206","Office Supplies",Paper,Central,5.184,2019-02-01
CA-2019-134138,JD-15790,16/2/2019,"Hon Comfortask Task/Swivel Chairs",Furniture,Chairs,East,227.96,2019-02-01
CA-2019-108105,GW-14605,16/2/2019,"Eldon Cleatmat Plus Chair Mats for High Pile Carpets",Furniture,Furnishings,South,318.08,2019-02-01
CA-2019-108105,GW-14605,16/2/2019,"Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders","Office Supplies",Binders,South,5.8,2019-02-01
CA-2019-105781,JF-15565,16/2/2019,"Hon Every-Day Chair Series Swivel Task Chairs",Furniture,Chairs,East,326.646,2019-02-01
CA-2019-105781,JF-15565,16/2/2019,"Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",Technology,Accessories,East,89.97,2019-02-01
CA-2019-123274,GT-14710,19/2/2019,"Executive Impressions 14"" Contract Wall Clock",Furniture,Furnishings,East,44.46,2019-02-01
CA-2019-123274,GT-14710,19/2/2019,"Carina Double Wide Media Storage Towers in Natural & Black","Office Supplies",Storage,East,242.94,2019-02-01
CA-2019-101630,CK-12760,19/2/2019,"Staple-on labels","Office Supplies",Labels,East,8.67,2019-02-01
CA-2019-101630,CK-12760,19/2/2019,"Acme Office Executive Series Stainless Steel Trimmers","Office Supplies",Supplies,East,25.71,2019-02-01
CA-2019-106460,GT-14710,19/2/2019,"Xerox 1880","Office Supplies",Paper,West,70.88,2019-02-01
CA-2019-166485,AH-10210,20/2/2019,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""","Office Supplies",Paper,South,16.496,2019-02-01
CA-2019-139010,MC-17635,21/2/2019,"SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card",Technology,Accessories,West,12.99,2019-02-01
CA-2019-139010,MC-17635,21/2/2019,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear","Office Supplies",Binders,West,18.56,2019-02-01
CA-2019-139010,MC-17635,21/2/2019,"Fellowes Officeware Wire Shelving","Office Supplies",Storage,West,449.15,2019-02-01
CA-2019-139010,MC-17635,21/2/2019,"Avery Heavy-Duty EZD  Binder With Locking Rings","Office Supplies",Binders,West,31.248,2019-02-01
US-2019-168410,BV-11245,21/2/2019,"9-3/4 Diameter Round Wall Clock",Furniture,Furnishings,East,68.95,2019-02-01
US-2019-168410,BV-11245,21/2/2019,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16","Office Supplies",Storage,East,296.37,2019-02-01
US-2019-168410,BV-11245,21/2/2019,"iOttie HLCRIO102 Car Mount",Technology,Phones,East,39.98,2019-02-01
US-2019-139262,LC-16960,21/2/2019,"Avery Durable Slant Ring Binders With Label Holder","Office Supplies",Binders,South,3.762,2019-02-01
US-2019-139262,LC-16960,21/2/2019,"Avery Arch Ring Binders","Office Supplies",Binders,South,34.86,2019-02-01
US-2019-139262,LC-16960,21/2/2019,"Standard Rollaway File with Lock","Office Supplies",Storage,South,432.456,2019-02-01
CA-2019-121447,EA-14035,21/2/2019,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furniture,Furnishings,East,135.8,2019-02-01
CA-2019-119025,PV-18985,22/2/2019,"Belkin 5 Outlet SurgeMaster Power Centers","Office Supplies",Appliances,Central,490.32,2019-02-01
US-2019-143280,TZ-21580,22/2/2019,"AT&T 1070 Corded Phone",Technology,Phones,West,445.96,2019-02-01
US-2019-143280,TZ-21580,22/2/2019,"Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive",Technology,Accessories,West,36.24,2019-02-01
US-2019-143280,TZ-21580,22/2/2019,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes","Office Supplies",Fasteners,West,10.65,2019-02-01
CA-2019-144400,AC-10420,23/2/2019,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13","Office Supplies",Envelopes,East,57.576,2019-02-01
CA-2019-165015,BD-11725,25/2/2019,"Staple envelope","Office Supplies",Envelopes,East,46.72,2019-02-01
CA-2019-102456,DL-12865,27/2/2019,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit","Office Supplies",Appliances,East,170.88,2019-02-01
CA-2019-101448,EB-13930,27/2/2019,"Flexible Leather- Look Classic Collection Ring Binder","Office Supplies",Binders,Central,56.82,2019-02-01
CA-2019-128706,DW-13540,27/2/2019,"DAX Two-Tone Silver Metal Document Frame",Furniture,Furnishings,Central,16.192,2019-02-01
CA-2019-111283,LC-16870,28/2/2019,"Newell 34","Office Supplies",Art,East,111.104,2019-02-01
CA-2019-101623,RR-19525,28/2/2019,Staples,"Office Supplies",Fasteners,East,36.48,2019-02-01
US-2019-143819,KD-16270,1/3/2019,"Chromcraft Round Conference Tables",Furniture,Tables,East,836.592,2019-03-01
US-2019-143819,KD-16270,1/3/2019,"Easy-staple paper","Office Supplies",Paper,East,26.38,2019-03-01
US-2019-143819,KD-16270,1/3/2019,"Adjustable Depth Letter/Legal Cart","Office Supplies",Storage,East,362.92,2019-03-01
US-2019-143819,KD-16270,1/3/2019,"Ativa V4110MDD Micro-Cut Shredder",Technology,Machines,East,4899.93,2019-03-01
US-2019-151862,ON-18715,1/3/2019,"RCA ViSYS 25423RE1 Corded phone",Technology,Phones,West,159.984,2019-03-01
CA-2019-112123,BH-11710,3/3/2019,"GBC ProClick Punch Binding System","Office Supplies",Binders,East,447.86,2019-03-01
CA-2019-112123,BH-11710,3/3/2019,"Pyle PMP37LED",Technology,Phones,East,479.95,2019-03-01
CA-2019-112123,BH-11710,3/3/2019,"Xerox 194","Office Supplies",Paper,East,166.44,2019-03-01
CA-2019-116799,JG-15310,3/3/2019,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4","Office Supplies",Paper,Central,42.784,2019-03-01
CA-2019-116799,JG-15310,3/3/2019,"Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms",Furniture,Chairs,Central,563.43,2019-03-01
CA-2019-167759,CC-12670,3/3/2019,"Plantronics Encore H101 Dual Earpieces Headset",Technology,Phones,Central,134.85,2019-03-01
CA-2019-145730,CC-12220,3/3/2019,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Furniture,Tables,Central,637.896,2019-03-01
CA-2019-145730,CC-12220,3/3/2019,"Canon PC170 Desktop Personal Copier",Technology,Machines,Central,287.91,2019-03-01
CA-2019-145730,CC-12220,3/3/2019,"White Envelopes, White Envelopes with Clear Poly Window","Office Supplies",Envelopes,Central,36.6,2019-03-01
CA-2019-120005,TS-21160,3/3/2019,"Elite 5"" Scissors","Office Supplies",Supplies,West,25.35,2019-03-01
CA-2019-120005,TS-21160,3/3/2019,"Executive Impressions 10"" Spectator Wall Clock",Furniture,Furnishings,West,35.28,2019-03-01
CA-2019-103982,AA-10315,3/3/2019,"High Speed Automatic Electric Letter Opener","Office Supplies",Supplies,Central,3930.072,2019-03-01
CA-2019-103982,AA-10315,3/3/2019,"Acco Banker's Clasps, 5 3/4""-Long","Office Supplies",Fasteners,Central,2.304,2019-03-01
CA-2019-103982,AA-10315,3/3/2019,"Polycom VVX 310 VoIP phone",Technology,Phones,Central,431.976,2019-03-01
CA-2019-103982,AA-10315,3/3/2019,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",Technology,Accessories,Central,41.72,2019-03-01
CA-2019-154053,MG-17890,4/3/2019,"Berol Giant Pencil Sharpener","Office Supplies",Art,West,16.99,2019-03-01
CA-2019-122518,RF-19345,4/3/2019,"Avery 518","Office Supplies",Labels,South,10.08,2019-03-01
CA-2019-164637,RD-19480,4/3/2019,"Green Canvas Binder for 8-1/2"" x 14"" Sheets","Office Supplies",Binders,Central,128.4,2019-03-01
CA-2019-158358,EM-13810,4/3/2019,"Logitech G602 Wireless Gaming Mouse",Technology,Accessories,East,159.98,2019-03-01
CA-2019-165218,RW-19630,5/3/2019,"Cameo Buff Policy Envelopes","Office Supplies",Envelopes,Central,149.352,2019-03-01
CA-2019-165218,RW-19630,5/3/2019,"Acco Perma 4000 Stacking Storage Drawers","Office Supplies",Storage,Central,12.992,2019-03-01
US-2019-155173,JB-16045,6/3/2019,"Wilson SignalBoost 841262 DB PRO Amplifier Kit",Technology,Phones,East,431.94,2019-03-01
US-2019-155173,JB-16045,6/3/2019,"Avery Self-Adhesive Photo Pockets for Polaroid Photos","Office Supplies",Binders,East,2.043,2019-03-01
US-2019-155173,JB-16045,6/3/2019,"Grandstream GXP1160 VoIP phone",Technology,Phones,East,68.238,2019-03-01
CA-2019-110898,LC-16870,6/3/2019,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags","Office Supplies",Appliances,Central,2.334,2019-03-01
CA-2019-110898,LC-16870,6/3/2019,"Peel & Stick Add-On Corner Pockets","Office Supplies",Binders,Central,1.728,2019-03-01
CA-2019-110898,LC-16870,6/3/2019,"Eldon Cleatmat Plus Chair Mats for High Pile Carpets",Furniture,Furnishings,Central,159.04,2019-03-01
CA-2019-110898,LC-16870,6/3/2019,"Bevis Rectangular Conference Tables",Furniture,Tables,Central,145.98,2019-03-01
US-2019-137547,EB-13705,7/3/2019,"Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S",Technology,Phones,Central,21.072,2019-03-01
CA-2019-169103,ZC-21910,8/3/2019,"Cisco Unified IP Phone 7945G VoIP phone",Technology,Phones,South,1363.96,2019-03-01
